Order ID	Product	Quantity Ordered	Price Each	Order Date	Purchase Address	Month	Chiffre_d'affaire	ville	heure	Grouped
176774	Lightning Charging Cable	1	14.95	04/25/19 15:06	372 Church St, Los Angeles, CA 90001	4	14.95	 Los Angeles	15	Lightning Charging Cable,USB-C Charging Cable
176774	USB-C Charging Cable	1	11.95	04/25/19 15:06	372 Church St, Los Angeles, CA 90001	4	11.95	 Los Angeles	15	Lightning Charging Cable,USB-C Charging Cable
176781	iPhone	1	700.0	04/03/2019 07:37	976 Hickory St, Dallas, TX 75001	4	700.0	 Dallas	7	Lightning Charging Cable,iPhone
176781	Lightning Charging Cable	1	14.95	04/03/2019 07:37	976 Hickory St, Dallas, TX 75001	4	14.95	 Dallas	7	Lightning Charging Cable,iPhone
176797	Google Phone	1	600.0	04/21/19 08:54	923 Elm St, Los Angeles, CA 90001	4	600.0	 Los Angeles	8	Bose SoundSport Headphones,Google Phone,Wired Headphones
176797	Bose SoundSport Headphones	1	99.99	04/21/19 08:54	923 Elm St, Los Angeles, CA 90001	4	99.99	 Los Angeles	8	Bose SoundSport Headphones,Google Phone,Wired Headphones
176797	Wired Headphones	1	11.99	04/21/19 08:54	923 Elm St, Los Angeles, CA 90001	4	11.99	 Los Angeles	8	Bose SoundSport Headphones,Google Phone,Wired Headphones
176805	Google Phone	1	600.0	04/01/2019 15:50	91 Lincoln St, Portland, OR 97035	4	600.0	 Portland	15	Google Phone,USB-C Charging Cable
176805	USB-C Charging Cable	1	11.95	04/01/2019 15:50	91 Lincoln St, Portland, OR 97035	4	11.95	 Portland	15	Google Phone,USB-C Charging Cable
176808	Google Phone	1	600.0	04/28/19 18:03	933 Meadow St, San Francisco, CA 94016	4	600.0	 San Francisco	18	Google Phone,Wired Headphones
176808	Wired Headphones	1	11.99	04/28/19 18:03	933 Meadow St, San Francisco, CA 94016	4	11.99	 San Francisco	18	Google Phone,Wired Headphones
176813	Google Phone	1	600.0	04/28/19 18:01	269 Hill St, Atlanta, GA 30301	4	600.0	 Atlanta	18	Google Phone,Wired Headphones
176813	Wired Headphones	1	11.99	04/28/19 18:01	269 Hill St, Atlanta, GA 30301	4	11.99	 Atlanta	18	Google Phone,Wired Headphones
176935	AAA Batteries (4-pack)	1	2.99	04/03/2019 21:31	315 1st St, Dallas, TX 75001	4	2.99	 Dallas	21	27in FHD Monitor,AAA Batteries (4-pack)
176935	27in FHD Monitor	1	149.99	04/03/2019 21:31	315 1st St, Dallas, TX 75001	4	149.99	 Dallas	21	27in FHD Monitor,AAA Batteries (4-pack)
176975	USB-C Charging Cable	1	11.95	04/23/19 15:46	28 13th St, San Francisco, CA 94016	4	11.95	 San Francisco	15	AAA Batteries (4-pack),USB-C Charging Cable
176975	AAA Batteries (4-pack)	1	2.99	04/23/19 15:46	28 13th St, San Francisco, CA 94016	4	2.99	 San Francisco	15	AAA Batteries (4-pack),USB-C Charging Cable
176989	Google Phone	1	600.0	04/09/2019 13:43	346 9th St, Los Angeles, CA 90001	4	600.0	 Los Angeles	13	Google Phone,USB-C Charging Cable
176989	USB-C Charging Cable	1	11.95	04/09/2019 13:43	346 9th St, Los Angeles, CA 90001	4	11.95	 Los Angeles	13	Google Phone,USB-C Charging Cable
176993	iPhone	1	700.0	04/07/2019 09:43	28 South St, Los Angeles, CA 90001	4	700.0	 Los Angeles	9	Wired Headphones,iPhone
176993	Wired Headphones	1	11.99	04/07/2019 09:43	28 South St, Los Angeles, CA 90001	4	11.99	 Los Angeles	9	Wired Headphones,iPhone
177022	iPhone	1	700.0	04/17/19 18:14	216 Chestnut St, Los Angeles, CA 90001	4	700.0	 Los Angeles	18	Wired Headphones,iPhone
177022	Wired Headphones	1	11.99	04/17/19 18:14	216 Chestnut St, Los Angeles, CA 90001	4	11.99	 Los Angeles	18	Wired Headphones,iPhone
177102	iPhone	1	700.0	04/24/19 05:19	542 Center St, New York City, NY 10001	4	700.0	 New York City	5	27in 4K Gaming Monitor,iPhone
177102	27in 4K Gaming Monitor	1	389.99	04/24/19 05:19	542 Center St, New York City, NY 10001	4	389.99	 New York City	5	27in 4K Gaming Monitor,iPhone
177115	iPhone	1	700.0	04/19/19 19:10	71 6th St, San Francisco, CA 94016	4	700.0	 San Francisco	19	Lightning Charging Cable,iPhone
177115	Lightning Charging Cable	1	14.95	04/19/19 19:10	71 6th St, San Francisco, CA 94016	4	14.95	 San Francisco	19	Lightning Charging Cable,iPhone
177117	ThinkPad Laptop	1	999.99	04/16/19 19:34	564 Hill St, San Francisco, CA 94016	4	999.99	 San Francisco	19	AAA Batteries (4-pack),ThinkPad Laptop
177117	AAA Batteries (4-pack)	1	2.99	04/16/19 19:34	564 Hill St, San Francisco, CA 94016	4	2.99	 San Francisco	19	AAA Batteries (4-pack),ThinkPad Laptop
177167	iPhone	1	700.0	04/28/19 16:40	39 Lakeview St, Boston, MA 02215	4	700.0	 Boston	16	AAA Batteries (4-pack),Apple Airpods Headphones,iPhone
177167	Apple Airpods Headphones	1	150.0	04/28/19 16:40	39 Lakeview St, Boston, MA 02215	4	150.0	 Boston	16	AAA Batteries (4-pack),Apple Airpods Headphones,iPhone
177167	AAA Batteries (4-pack)	3	2.99	04/28/19 16:40	39 Lakeview St, Boston, MA 02215	4	8.97	 Boston	16	AAA Batteries (4-pack),Apple Airpods Headphones,iPhone
177178	iPhone	1	700.0	04/07/2019 00:02	342 Dogwood St, Seattle, WA 98101	4	700.0	 Seattle	0	Lightning Charging Cable,iPhone
177178	Lightning Charging Cable	1	14.95	04/07/2019 00:02	342 Dogwood St, Seattle, WA 98101	4	14.95	 Seattle	0	Lightning Charging Cable,iPhone
177181	Wired Headphones	1	11.99	04/09/2019 00:49	309 8th St, Los Angeles, CA 90001	4	11.99	 Los Angeles	0	Apple Airpods Headphones,Wired Headphones
177181	Apple Airpods Headphones	1	150.0	04/09/2019 00:49	309 8th St, Los Angeles, CA 90001	4	150.0	 Los Angeles	0	Apple Airpods Headphones,Wired Headphones
177182	Macbook Pro Laptop	1	1700.0	04/10/2019 22:00	332 10th St, Los Angeles, CA 90001	4	1700.0	 Los Angeles	22	Macbook Pro Laptop,ThinkPad Laptop
177182	ThinkPad Laptop	1	999.99	04/10/2019 22:00	332 10th St, Los Angeles, CA 90001	4	999.99	 Los Angeles	22	Macbook Pro Laptop,ThinkPad Laptop
177184	AA Batteries (4-pack)	1	3.84	04/01/2019 16:49	289 Hill St, Atlanta, GA 30301	4	3.84	 Atlanta	16	AA Batteries (4-pack),Flatscreen TV
177184	Flatscreen TV	1	300.0	04/01/2019 16:49	289 Hill St, Atlanta, GA 30301	4	300.0	 Atlanta	16	AA Batteries (4-pack),Flatscreen TV
177198	Vareebadd Phone	1	400.0	04/06/2019 16:07	154 6th St, New York City, NY 10001	4	400.0	 New York City	16	USB-C Charging Cable,Vareebadd Phone
177198	USB-C Charging Cable	2	11.95	04/06/2019 16:07	154 6th St, New York City, NY 10001	4	23.9	 New York City	16	USB-C Charging Cable,Vareebadd Phone
177201	USB-C Charging Cable	1	11.95	04/26/19 16:13	505 River St, Los Angeles, CA 90001	4	11.95	 Los Angeles	16	Lightning Charging Cable,USB-C Charging Cable
177201	Lightning Charging Cable	1	14.95	04/26/19 16:13	505 River St, Los Angeles, CA 90001	4	14.95	 Los Angeles	16	Lightning Charging Cable,USB-C Charging Cable
177213	iPhone	1	700.0	04/25/19 10:04	756 Lincoln St, Dallas, TX 75001	4	700.0	 Dallas	10	Lightning Charging Cable,iPhone
177213	Lightning Charging Cable	1	14.95	04/25/19 10:04	756 Lincoln St, Dallas, TX 75001	4	14.95	 Dallas	10	Lightning Charging Cable,iPhone
177228	Google Phone	1	600.0	04/17/19 19:38	233 South St, Dallas, TX 75001	4	600.0	 Dallas	19	AA Batteries (4-pack),Google Phone
177228	AA Batteries (4-pack)	1	3.84	04/17/19 19:38	233 South St, Dallas, TX 75001	4	3.84	 Dallas	19	AA Batteries (4-pack),Google Phone
177254	AA Batteries (4-pack)	1	3.84	04/21/19 02:12	689 Cherry St, Boston, MA 02215	4	3.84	 Boston	2	AA Batteries (4-pack),AAA Batteries (4-pack)
177254	AAA Batteries (4-pack)	2	2.99	04/21/19 02:12	689 Cherry St, Boston, MA 02215	4	5.98	 Boston	2	AA Batteries (4-pack),AAA Batteries (4-pack)
177256	Bose SoundSport Headphones	1	99.99	04/28/19 21:34	789 11th St, San Francisco, CA 94016	4	99.99	 San Francisco	21	AA Batteries (4-pack),Bose SoundSport Headphones
177256	AA Batteries (4-pack)	1	3.84	04/28/19 21:34	789 11th St, San Francisco, CA 94016	4	3.84	 San Francisco	21	AA Batteries (4-pack),Bose SoundSport Headphones
177300	20in Monitor	1	109.99	04/03/2019 21:33	276 Lincoln St, Los Angeles, CA 90001	4	109.99	 Los Angeles	21	20in Monitor,Apple Airpods Headphones
177300	Apple Airpods Headphones	1	150.0	04/03/2019 21:33	276 Lincoln St, Los Angeles, CA 90001	4	150.0	 Los Angeles	21	20in Monitor,Apple Airpods Headphones
177367	Google Phone	1	600.0	04/05/2019 07:52	141 Chestnut St, San Francisco, CA 94016	4	600.0	 San Francisco	7	Bose SoundSport Headphones,Google Phone,USB-C Charging Cable
177367	USB-C Charging Cable	1	11.95	04/05/2019 07:52	141 Chestnut St, San Francisco, CA 94016	4	11.95	 San Francisco	7	Bose SoundSport Headphones,Google Phone,USB-C Charging Cable
177367	Bose SoundSport Headphones	1	99.99	04/05/2019 07:52	141 Chestnut St, San Francisco, CA 94016	4	99.99	 San Francisco	7	Bose SoundSport Headphones,Google Phone,USB-C Charging Cable
177398	27in FHD Monitor	1	149.99	04/13/19 21:54	640 8th St, Los Angeles, CA 90001	4	149.99	 Los Angeles	21	27in FHD Monitor,AAA Batteries (4-pack)
177398	AAA Batteries (4-pack)	1	2.99	04/13/19 21:54	640 8th St, Los Angeles, CA 90001	4	2.99	 Los Angeles	21	27in FHD Monitor,AAA Batteries (4-pack)
177428	Vareebadd Phone	1	400.0	04/15/19 08:19	481 Jefferson St, Boston, MA 02215	4	400.0	 Boston	8	USB-C Charging Cable,Vareebadd Phone
177428	USB-C Charging Cable	1	11.95	04/15/19 08:19	481 Jefferson St, Boston, MA 02215	4	11.95	 Boston	8	USB-C Charging Cable,Vareebadd Phone
177441	iPhone	1	700.0	04/16/19 14:38	559 Elm St, Dallas, TX 75001	4	700.0	 Dallas	14	Lightning Charging Cable,iPhone
177441	Lightning Charging Cable	1	14.95	04/16/19 14:38	559 Elm St, Dallas, TX 75001	4	14.95	 Dallas	14	Lightning Charging Cable,iPhone
177443	Apple Airpods Headphones	1	150.0	04/21/19 16:42	23 9th St, Dallas, TX 75001	4	150.0	 Dallas	16	27in 4K Gaming Monitor,Apple Airpods Headphones
177443	27in 4K Gaming Monitor	1	389.99	04/21/19 16:42	23 9th St, Dallas, TX 75001	4	389.99	 Dallas	16	27in 4K Gaming Monitor,Apple Airpods Headphones
177448	Google Phone	1	600.0	04/24/19 19:38	915 Forest St, Los Angeles, CA 90001	4	600.0	 Los Angeles	19	Google Phone,USB-C Charging Cable
177448	USB-C Charging Cable	1	11.95	04/24/19 19:38	915 Forest St, Los Angeles, CA 90001	4	11.95	 Los Angeles	19	Google Phone,USB-C Charging Cable
177486	ThinkPad Laptop	1	999.99	04/21/19 16:24	809 Highland St, Seattle, WA 98101	4	999.99	 Seattle	16	Google Phone,ThinkPad Laptop
177486	Google Phone	1	600.0	04/21/19 16:24	809 Highland St, Seattle, WA 98101	4	600.0	 Seattle	16	Google Phone,ThinkPad Laptop
177504	Google Phone	1	600.0	04/10/2019 14:39	19 Cedar St, Boston, MA 02215	4	600.0	 Boston	14	Google Phone,USB-C Charging Cable
177504	USB-C Charging Cable	1	11.95	04/10/2019 14:39	19 Cedar St, Boston, MA 02215	4	11.95	 Boston	14	Google Phone,USB-C Charging Cable
177506	iPhone	1	700.0	04/02/2019 07:46	656 Pine St, Los Angeles, CA 90001	4	700.0	 Los Angeles	7	Apple Airpods Headphones,iPhone
177506	Apple Airpods Headphones	1	150.0	04/02/2019 07:46	656 Pine St, Los Angeles, CA 90001	4	150.0	 Los Angeles	7	Apple Airpods Headphones,iPhone
177511	iPhone	1	700.0	04/07/2019 17:38	719 North St, Los Angeles, CA 90001	4	700.0	 Los Angeles	17	Lightning Charging Cable,iPhone
177511	Lightning Charging Cable	1	14.95	04/07/2019 17:38	719 North St, Los Angeles, CA 90001	4	14.95	 Los Angeles	17	Lightning Charging Cable,iPhone
177569	Wired Headphones	1	11.99	04/27/19 10:31	994 7th St, Los Angeles, CA 90001	4	11.99	 Los Angeles	10	Google Phone,Wired Headphones
177569	Google Phone	1	600.0	04/27/19 10:31	994 7th St, Los Angeles, CA 90001	4	600.0	 Los Angeles	10	Google Phone,Wired Headphones
177578	Google Phone	1	600.0	04/28/19 22:51	752 Park St, Dallas, TX 75001	4	600.0	 Dallas	22	Google Phone,USB-C Charging Cable
177578	USB-C Charging Cable	1	11.95	04/28/19 22:51	752 Park St, Dallas, TX 75001	4	11.95	 Dallas	22	Google Phone,USB-C Charging Cable
177582	Bose SoundSport Headphones	1	99.99	04/16/19 17:19	707 9th St, Dallas, TX 75001	4	99.99	 Dallas	17	Bose SoundSport Headphones,Wired Headphones
177582	Wired Headphones	1	11.99	04/16/19 17:19	707 9th St, Dallas, TX 75001	4	11.99	 Dallas	17	Bose SoundSport Headphones,Wired Headphones
177592	iPhone	1	700.0	04/19/19 11:10	448 Maple St, San Francisco, CA 94016	4	700.0	 San Francisco	11	Lightning Charging Cable,iPhone
177592	Lightning Charging Cable	2	14.95	04/19/19 11:10	448 Maple St, San Francisco, CA 94016	4	29.9	 San Francisco	11	Lightning Charging Cable,iPhone
177638	Apple Airpods Headphones	1	150.0	04/04/2019 12:44	261 Center St, Portland, OR 97035	4	150.0	 Portland	12	Apple Airpods Headphones,Google Phone
177638	Google Phone	1	600.0	04/04/2019 12:44	261 Center St, Portland, OR 97035	4	600.0	 Portland	12	Apple Airpods Headphones,Google Phone
177681	AAA Batteries (4-pack)	1	2.99	04/01/2019 14:07	259 7th St, Dallas, TX 75001	4	2.99	 Dallas	14	AAA Batteries (4-pack),Macbook Pro Laptop
177681	Macbook Pro Laptop	1	1700.0	04/01/2019 14:07	259 7th St, Dallas, TX 75001	4	1700.0	 Dallas	14	AAA Batteries (4-pack),Macbook Pro Laptop
177719	Google Phone	1	600.0	04/18/19 23:41	533 Adams St, Los Angeles, CA 90001	4	600.0	 Los Angeles	23	Google Phone,USB-C Charging Cable
177719	USB-C Charging Cable	1	11.95	04/18/19 23:41	533 Adams St, Los Angeles, CA 90001	4	11.95	 Los Angeles	23	Google Phone,USB-C Charging Cable
177758	USB-C Charging Cable	1	11.95	04/01/2019 19:21	963 Center St, Boston, MA 02215	4	11.95	 Boston	19	Lightning Charging Cable,USB-C Charging Cable
177758	Lightning Charging Cable	1	14.95	04/01/2019 19:21	963 Center St, Boston, MA 02215	4	14.95	 Boston	19	Lightning Charging Cable,USB-C Charging Cable
177769	iPhone	1	700.0	04/14/19 22:54	728 Church St, Atlanta, GA 30301	4	700.0	 Atlanta	22	Lightning Charging Cable,iPhone
177769	Lightning Charging Cable	1	14.95	04/14/19 22:54	728 Church St, Atlanta, GA 30301	4	14.95	 Atlanta	22	Lightning Charging Cable,iPhone
177778	iPhone	1	700.0	05/01/2019 00:48	478 West St, Boston, MA 02215	5	700.0	 Boston	0	Apple Airpods Headphones,iPhone
177778	Apple Airpods Headphones	1	150.0	05/01/2019 00:48	478 West St, Boston, MA 02215	5	150.0	 Boston	0	Apple Airpods Headphones,iPhone
177782	Lightning Charging Cable	2	14.95	04/17/19 20:30	29 5th St, San Francisco, CA 94016	4	29.9	 San Francisco	20	27in 4K Gaming Monitor,Lightning Charging Cable
177782	27in 4K Gaming Monitor	1	389.99	04/17/19 20:30	29 5th St, San Francisco, CA 94016	4	389.99	 San Francisco	20	27in 4K Gaming Monitor,Lightning Charging Cable
177795	Apple Airpods Headphones	1	150.0	04/27/19 19:45	740 14th St, Seattle, WA 98101	4	150.0	 Seattle	19	Apple Airpods Headphones
177795	Apple Airpods Headphones	1	150.0	04/27/19 19:45	740 14th St, Seattle, WA 98101	4	150.0	 Seattle	19	Apple Airpods Headphones
177800	Google Phone	1	600.0	04/03/2019 11:56	880 9th St, Portland, ME 04101	4	600.0	 Portland	11	Google Phone,USB-C Charging Cable,Wired Headphones
177800	USB-C Charging Cable	1	11.95	04/03/2019 11:56	880 9th St, Portland, ME 04101	4	11.95	 Portland	11	Google Phone,USB-C Charging Cable,Wired Headphones
177800	Wired Headphones	1	11.99	04/03/2019 11:56	880 9th St, Portland, ME 04101	4	11.99	 Portland	11	Google Phone,USB-C Charging Cable,Wired Headphones
177815	Apple Airpods Headphones	1	150.0	04/19/19 20:27	124 5th St, Dallas, TX 75001	4	150.0	 Dallas	20	Apple Airpods Headphones,Lightning Charging Cable
177815	Lightning Charging Cable	1	14.95	04/19/19 20:27	124 5th St, Dallas, TX 75001	4	14.95	 Dallas	20	Apple Airpods Headphones,Lightning Charging Cable
177861	AA Batteries (4-pack)	1	3.84	04/23/19 06:32	712 Washington St, Boston, MA 02215	4	3.84	 Boston	6	AA Batteries (4-pack),Apple Airpods Headphones
177861	Apple Airpods Headphones	1	150.0	04/23/19 06:32	712 Washington St, Boston, MA 02215	4	150.0	 Boston	6	AA Batteries (4-pack),Apple Airpods Headphones
177874	iPhone	1	700.0	04/04/2019 18:23	334 Willow St, Boston, MA 02215	4	700.0	 Boston	18	Apple Airpods Headphones,iPhone
177874	Apple Airpods Headphones	1	150.0	04/04/2019 18:23	334 Willow St, Boston, MA 02215	4	150.0	 Boston	18	Apple Airpods Headphones,iPhone
177971	iPhone	1	700.0	04/30/19 08:05	81 Lincoln St, San Francisco, CA 94016	4	700.0	 San Francisco	8	Lightning Charging Cable,iPhone
177971	Lightning Charging Cable	1	14.95	04/30/19 08:05	81 Lincoln St, San Francisco, CA 94016	4	14.95	 San Francisco	8	Lightning Charging Cable,iPhone
177996	iPhone	1	700.0	04/07/2019 17:20	37 Jackson St, Atlanta, GA 30301	4	700.0	 Atlanta	17	Lightning Charging Cable,iPhone
177996	Lightning Charging Cable	1	14.95	04/07/2019 17:20	37 Jackson St, Atlanta, GA 30301	4	14.95	 Atlanta	17	Lightning Charging Cable,iPhone
178009	34in Ultrawide Monitor	1	379.99	04/10/2019 16:01	829 1st St, New York City, NY 10001	4	379.99	 New York City	16	34in Ultrawide Monitor,USB-C Charging Cable
178009	USB-C Charging Cable	1	11.95	04/10/2019 16:01	829 1st St, New York City, NY 10001	4	11.95	 New York City	16	34in Ultrawide Monitor,USB-C Charging Cable
178029	iPhone	1	700.0	04/06/2019 21:15	800 9th St, Los Angeles, CA 90001	4	700.0	 Los Angeles	21	Apple Airpods Headphones,iPhone
178029	Apple Airpods Headphones	1	150.0	04/06/2019 21:15	800 9th St, Los Angeles, CA 90001	4	150.0	 Los Angeles	21	Apple Airpods Headphones,iPhone
178106	AAA Batteries (4-pack)	1	2.99	04/27/19 19:11	995 Maple St, Seattle, WA 98101	4	2.99	 Seattle	19	AAA Batteries (4-pack),Wired Headphones
178106	Wired Headphones	1	11.99	04/27/19 19:11	995 Maple St, Seattle, WA 98101	4	11.99	 Seattle	19	AAA Batteries (4-pack),Wired Headphones
178118	iPhone	1	700.0	04/27/19 11:48	139 Dogwood St, Boston, MA 02215	4	700.0	 Boston	11	AAA Batteries (4-pack),iPhone
178118	AAA Batteries (4-pack)	1	2.99	04/27/19 11:48	139 Dogwood St, Boston, MA 02215	4	2.99	 Boston	11	AAA Batteries (4-pack),iPhone
178135	Lightning Charging Cable	1	14.95	04/13/19 22:31	994 Center St, New York City, NY 10001	4	14.95	 New York City	22	AA Batteries (4-pack),Lightning Charging Cable
178135	AA Batteries (4-pack)	2	3.84	04/13/19 22:31	994 Center St, New York City, NY 10001	4	7.68	 New York City	22	AA Batteries (4-pack),Lightning Charging Cable
178137	Lightning Charging Cable	1	14.95	04/07/2019 05:46	679 Church St, Atlanta, GA 30301	4	14.95	 Atlanta	5	AA Batteries (4-pack),Lightning Charging Cable
178137	AA Batteries (4-pack)	2	3.84	04/07/2019 05:46	679 Church St, Atlanta, GA 30301	4	7.68	 Atlanta	5	AA Batteries (4-pack),Lightning Charging Cable
178158	Google Phone	1	600.0	04/28/19 21:13	197 Center St, San Francisco, CA 94016	4	600.0	 San Francisco	21	Google Phone,USB-C Charging Cable,Wired Headphones
178158	USB-C Charging Cable	1	11.95	04/28/19 21:13	197 Center St, San Francisco, CA 94016	4	11.95	 San Francisco	21	Google Phone,USB-C Charging Cable,Wired Headphones
178158	Wired Headphones	1	11.99	04/28/19 21:13	197 Center St, San Francisco, CA 94016	4	11.99	 San Francisco	21	Google Phone,USB-C Charging Cable,Wired Headphones
178158	USB-C Charging Cable	1	11.95	04/28/19 21:13	197 Center St, San Francisco, CA 94016	4	11.95	 San Francisco	21	Google Phone,USB-C Charging Cable,Wired Headphones
178162	iPhone	1	700.0	04/09/2019 10:49	888 North St, Seattle, WA 98101	4	700.0	 Seattle	10	Lightning Charging Cable,iPhone
178162	Lightning Charging Cable	1	14.95	04/09/2019 10:49	888 North St, Seattle, WA 98101	4	14.95	 Seattle	10	Lightning Charging Cable,iPhone
178168	AA Batteries (4-pack)	1	3.84	04/21/19 14:48	583 Washington St, New York City, NY 10001	4	3.84	 New York City	14	AA Batteries (4-pack),Macbook Pro Laptop
178168	Macbook Pro Laptop	1	1700.0	04/21/19 14:48	583 Washington St, New York City, NY 10001	4	1700.0	 New York City	14	AA Batteries (4-pack),Macbook Pro Laptop
178190	Vareebadd Phone	1	400.0	04/02/2019 18:10	811 14th St, Atlanta, GA 30301	4	400.0	 Atlanta	18	Vareebadd Phone,Wired Headphones
178190	Wired Headphones	1	11.99	04/02/2019 18:10	811 14th St, Atlanta, GA 30301	4	11.99	 Atlanta	18	Vareebadd Phone,Wired Headphones
178221	Flatscreen TV	1	300.0	04/21/19 11:21	722 13th St, Boston, MA 02215	4	300.0	 Boston	11	Flatscreen TV,Lightning Charging Cable
178221	Lightning Charging Cable	1	14.95	04/21/19 11:21	722 13th St, Boston, MA 02215	4	14.95	 Boston	11	Flatscreen TV,Lightning Charging Cable
178242	iPhone	1	700.0	04/17/19 15:29	681 2nd St, Austin, TX 73301	4	700.0	 Austin	15	Lightning Charging Cable,iPhone
178242	Lightning Charging Cable	1	14.95	04/17/19 15:29	681 2nd St, Austin, TX 73301	4	14.95	 Austin	15	Lightning Charging Cable,iPhone
178258	iPhone	1	700.0	04/22/19 01:00	479 9th St, Los Angeles, CA 90001	4	700.0	 Los Angeles	1	Apple Airpods Headphones,iPhone
178258	Apple Airpods Headphones	1	150.0	04/22/19 01:00	479 9th St, Los Angeles, CA 90001	4	150.0	 Los Angeles	1	Apple Airpods Headphones,iPhone
178280	iPhone	1	700.0	04/08/2019 12:34	806 Madison St, San Francisco, CA 94016	4	700.0	 San Francisco	12	Lightning Charging Cable,iPhone
178280	Lightning Charging Cable	1	14.95	04/08/2019 12:34	806 Madison St, San Francisco, CA 94016	4	14.95	 San Francisco	12	Lightning Charging Cable,iPhone
178290	Wired Headphones	2	11.99	04/09/2019 17:37	647 Cedar St, Portland, ME 04101	4	23.98	 Portland	17	ThinkPad Laptop,Wired Headphones
178290	ThinkPad Laptop	1	999.99	04/09/2019 17:37	647 Cedar St, Portland, ME 04101	4	999.99	 Portland	17	ThinkPad Laptop,Wired Headphones
178404	Bose SoundSport Headphones	1	99.99	04/06/2019 21:10	425 2nd St, Seattle, WA 98101	4	99.99	 Seattle	21	Bose SoundSport Headphones,USB-C Charging Cable
178404	USB-C Charging Cable	1	11.95	04/06/2019 21:10	425 2nd St, Seattle, WA 98101	4	11.95	 Seattle	21	Bose SoundSport Headphones,USB-C Charging Cable
178412	Vareebadd Phone	1	400.0	04/05/2019 18:58	743 Forest St, New York City, NY 10001	4	400.0	 New York City	18	Vareebadd Phone,Wired Headphones
178412	Wired Headphones	1	11.99	04/05/2019 18:58	743 Forest St, New York City, NY 10001	4	11.99	 New York City	18	Vareebadd Phone,Wired Headphones
178432	Bose SoundSport Headphones	1	99.99	04/13/19 14:17	40 12th St, Seattle, WA 98101	4	99.99	 Seattle	14	Bose SoundSport Headphones,USB-C Charging Cable
178432	USB-C Charging Cable	1	11.95	04/13/19 14:17	40 12th St, Seattle, WA 98101	4	11.95	 Seattle	14	Bose SoundSport Headphones,USB-C Charging Cable
178523	USB-C Charging Cable	1	11.95	04/08/2019 13:54	840 Jefferson St, Boston, MA 02215	4	11.95	 Boston	13	20in Monitor,USB-C Charging Cable
178523	20in Monitor	1	109.99	04/08/2019 13:54	840 Jefferson St, Boston, MA 02215	4	109.99	 Boston	13	20in Monitor,USB-C Charging Cable
178525	AAA Batteries (4-pack)	2	2.99	04/01/2019 15:55	537 Lakeview St, Los Angeles, CA 90001	4	5.98	 Los Angeles	15	AA Batteries (4-pack),AAA Batteries (4-pack)
